"w1","w2","prediction","rank"
"a","good","leader",6
"a","good","life",12
"a","good","listener",4
"a","good","look",33
"a","good","man",25
"a","good","mix",8
"a","good","month",6
"a","good","mood",42
"a","good","mother",7
"a","good","move",6
"a","good","movie",30
"a","good","night",100
"a","good","nights",17
"a","good","number",12
"a","good","one",183
"a","good","opportunity",8
"a","good","option",7
"a","good","part",7
"a","good","party",3
"a","good","person",24
"a","good","pick",5
"a","good","place",50
"a","good","point",11
"a","good","portion",12
"a","good","position",8
"a","good","power",3
"a","good","price",14
"a","good","product",3
"a","good","read",16
"a","good","reason",22
"a","good","recipe",6
"a","good","relationship",15
"a","good","resource",4
"a","good","round",3
"a","good","run",16
"a","good","school",4
"a","good","sense",10
"a","good","shot",9
"a","good","show",32
"a","good","sign",46
"a","good","solid",3
"a","good","source",9
"a","good","sport",8
"a","good","start",56
"a","good","starting",7
"a","good","stop",3
"a","good","story",17
"a","good","strategy",5
"a","good","student",5
"a","good","support",3
"a","good","team",28
"a","good","thing",270
"a","good","time",274
"a","good","trip",11
"a","good","turn",4
"a","good","use",9
"a","good","way",112
"a","good","weekend",58
"a","good","word",12
"a","good","working",4
"a","good","workout",12
"a","good","year",24
"a","good","years",3
"a","good","young",5
"a","goodie","bag",4
"a","google","search",10
"a","government","that",10
"a","government","to",3
"a","grad","student",10
"a","grade","of",3
"a","grain","of",12
"a","grand","old",3
"a","grand","scale",4
"a","grand","total",7
"a","great","addition",20
"a","great","alternative",5
"a","great","and",16
"a","great","artist",6
"a","great","asset",5
"a","great","book",24
"a","great","business",10
"a","great","but",3
"a","great","cause",24
"a","great","chance",12
"a","great","choice",11
"a","great","combination",3
"a","great","community",6
"a","great","compliment",6
"a","great","conversation",8
"a","great","country",4
"a","great","day",516
"a","great","deal",129
"a","great","event",51
"a","great","example",25
"a","great","experience",37
"a","great","fan",4
"a","great","feeling",29
"a","great","film",8
"a","great","first",18
"a","great","fit",12
"a","great","friend",20
"a","great","future",3
"a","great","game",39
"a","great","gift",14
"a","great","guy",23
"a","great","honor",3
"a","great","host",6
"a","great","idea",79
"a","great","influence",3
"a","great","introduction",3
"a","great","job",127
"a","great","leader",12
"a","great","learning",4
"a","great","little",14
"a","great","location",4
"a","great","lunch",14
"a","great","many",6
"a","great","match",8
"a","great","mix",7
"a","great","movie",21
"a","great","new",18
"a","great","night",98
"a","great","opportunity",41
"a","great","option",7
"a","great","party",8
"a","great","performance",8
"a","great","personality",4
"a","great","photo",8
"a","great","picture",4
"a","great","place",67
"a","great","price",6
"a","great","product",7
"a","great","public",4
"a","great","race",11
"a","great","resource",13
"a","great","response",6
"a","great","role",6
"a","great","run",18
"a","great","selection",6
"a","great","sense",15
"a","great","set",7
"a","great","show",74
"a","great","skill",3
"a","great","song",17
"a","great","source",7
"a","great","spot",4
"a","great","start",43
"a","great","story",31
"a","great","success",18
"a","great","support",4
"a","great","surprise",4
"a","great","teacher",7
"a","great","team",25
"a","great","thing",18
"a","great","time",390
"a","great","trip",18
"a","great","vacation",3
"a","great","value",3
"a","great","view",9
"a","great","way",162
"a","great","week",112
"a","great","while",4
"a","great","work",8
"a","great","workout",16
"a","great","year",34
"a","greater","good",4
"a","green","light",9
"a","green","shirt",4
"a","green","thumb",3
"a","greeting","card",5
"a","grip","on",13
"a","grocery","store",18
"a","group","and",6
"a","group","for",4
"a","group","home",8
"a","group","hug",3
"a","group","of",286
"a","group","that",21
"a","group","to",7
"a","growing","number",24
"a","growing","trend",5
"a","grown","man",25
"a","grown","up",11
"a","growth","spurt",6
"a","guarantee","of",4
"a","guess","at",3
"a","guest","appearance",5
"a","guest","on",12
"a","guide","to",13
"a","gun","and",13
"a","gun","for",3
"a","gun","on",5
"a","gun","that",3
"a","gun","to",7
"a","gun","was",3
"a","gunshot","wound",11
"a","gut","feeling",3
"a","guy","can",5
"a","guy","from",8
"a","guy","i",13
"a","guy","in",20
"a","guy","named",15
"a","guy","that",33
"a","guy","to",11
"a","guy","who",104
"a","guy","with",21
"a","habit","of",18
"a","habit","that",3
"a","hair","dryer",3
"a","half","a",8
"a","half","after",3
"a","half","ago",15
"a","half","and",11
"a","half","away",6
"a","half","but",6
"a","half","day",11
"a","half","dozen",18
"a","half","from",7
"a","half","hour",48
"a","half","hours",25
"a","half","in",8
"a","half","men",13
"a","half","mile",6
"a","half","of",18
"a","half","to",11
"a","half","we",4
"a","half","weeks",5
"a","half","year",3
"a","half","years",18
"a","hall","of",22
"a","hammer","and",3
"a","hammer","to",4
"a","hand","in",17
"a","hand","on",7
"a","handful","of",188
"a","handle","on",11
"a","happy","day",6
"a","happy","ending",18
"a","happy","family",5
"a","happy","home",6
"a","happy","life",8
"a","happy","person",6
"a","happy","thanksgiving",13
"a","hard","decision",7
"a","hard","fought",4
"a","hard","life",3
"a","hard","one",6
"a","hard","place",4
"a","hard","time",137
"a","hard","weekend",3
"a","hard","worker",8
"a","hard","working",4
"a","harder","time",10
"a","hat","and",6
"a","hate","crime",10
"a","haven","for",7
"a","he","is",4
"a","head","start",15
"a","headache","for",4
"a","heads","up",20
"a","health","and",3
"a","health","care",8
"a","healthy","body",4
"a","healthy","diet",10
"a","healthy","dose",7
"a","healthy","eating",4
"a","healthy","lifestyle",8
"a","healthy","weight",4
"a","hearing","on",23
"a","heart","attack",80
"a","heart","beat",4
"a","heart","that",7
"a","heck","of",15
"a","hell","of",44
"a","helping","hand",9
"a","hero","by",3
"a","hero","in",6
"a","high","and",3
"a","high","end",3
"a","high","level",20
"a","high","note",11
"a","high","of",10
"a","high","point",7
"a","high","ranking",3
"a","high","school",79
"a","high","score",3
"a","high","speed",4
"a","higher","degree",5
"a","higher","level",6
"a","higher","one",3
"a","higher","power",6
"a","higher","risk",4
"a","higher","standard",14
"a","hike","in",5
"a","hint","of",64
"a","history","buff",3
"a","history","lesson",6
"a","history","of",64
"a","hit","and",11
"a","hit","on",5
"a","hit","with",9
"a","hockey","game",10
"a","hold","of",33
"a","hold","on",4
"a","hole","and",9
"a","hole","in",50
"a","hole","to",4
"a","holiday","so",3
"a","holiday","to",6
"a","holiday","tradition",3
"a","home","and",12
"a","home","game",11
"a","home","in",46
"a","home","is",5
"a","home","office",5
"a","home","run",37
"a","home","with",13
"a","home","without",3
"a","hopeless","romantic",5
"a","horrible","person",7
"a","horror","film",7
"a","horror","movie",10
"a","horse","a",3
"a","hospital","for",11
"a","hospital","with",7
"a","host","of",45
"a","hot","date",13
"a","hot","day",11
"a","hot","dog",25
"a","hot","hot",3
"a","hot","shower",4
"a","hot","summer",10
"a","hot","topic",13
"a","hot","tub",7
"a","hot","water",5
"a","hotbed","for",3
"a","hotel","by",4
"a","hotel","in",13
"a","hotel","on",3
"a","hotel","room",25
"a","hour","day",5
"a","hour","drive",7
"a","hour","flight",3
"a","house","a",6
"a","house","and",8
"a","house","for",6
"a","house","i",6
"a","house","in",22
"a","house","is",6
"a","house","of",9
"a","house","on",11
"a","house","or",8
"a","house","to",4
"a","house","we",4
"a","house","with",13
"a","household","name",6
"a","hug","and",11
"a","hug","i",4
"a","huge","amount",8
"a","huge","and",5
"a","huge","deal",5
"a","huge","difference",18
"a","huge","fan",73
"a","huge","heart",4
"a","huge","hit",13
"a","huge","improvement",7
"a","huge","issue",7
"a","huge","mess",4
"a","huge","number",4
"a","huge","part",11
"a","huge","problem",9
"a","huge","role",10
"a","huge","success",25
"a","huge","understatement",5
"a","huge","waste",4
"a","human","being",27
"a","human","shield",3
"a","hunch","that",8
"a","hundred","of",3
"a","hundred","times",7
"a","hundred","years",13
"a","hunger","games",4
"a","hurry","to",14
"a","husband","a",3
"a","husband","and",7
"a","i","am",26
"a","i","do",10
"a","i","have",14
"a","i","just",3
"a","i","love",8
"a","i","think",11
"a","i","would",9
"a","if","the",4
"a","increase","in",8
"a","it","is",33
"a","it","was",9
"a","jack","daniels",3
"a","jar","of",14
"a","jerk","for",6
"a","jew","and",3
"a","jewelry","store",3
"a","job","and",33
"a","job","as",21
"a","job","at",25
"a","job","for",14
"a","job","i",22
"a","job","if",4
"a","job","in",35
"a","job","interview",10
"a","job","it",4
"a","job","on",5
"a","job","or",10
"a","job","that",18
"a","job","the",7
"a","job","there",4
"a","job","to",20
"a","job","well",8
"a","job","where",8
"a","job","working",4
"a","joint","project",5
"a","joint","venture",16
"a","joke","about",8
"a","joke","or",4
"a","joke","the",3
"a","jolt","of",8
"a","journalist","and",6
"a","journalist","i",3
"a","journey","of",10
"a","joy","to",21
"a","joyful","noise",3
"a","judge","in",9
"a","judge","on",7
"a","junior","in",8
"a","jury","of",5
"a","keen","eye",3
"a","key","player",8
"a","key","role",13
"a","key","to",17
"a","kick","in",12
"a","kick","out",19
"a","kid","and",20
"a","kid","being",3
"a","kid","but",7
"a","kid","from",5
"a","kid","i",23
"a","kid","in",12
"a","kid","it",4
"a","kid","on",7
"a","kid","to",5
"a","kid","who",10
"a","kid","you",6
"a","kidney","stone",5
"a","kind","and",8
"a","kind","of",104
"a","kiss","and",9
"a","kiss","on",6
"a","kiss","to",3
"a","knack","for",21
"a","knee","injury",16
"a","knife","in",3
"a","knife","or",4
"a","knife","to",6
"a","knock","on",4
"a","knot","in",3
"a","la","carte",28
"a","labor","of",13
"a","lack","of",117
"a","ladder","to",4
"a","lady","that",3
"a","laptop","or",3
"a","large","amount",7
"a","large","and",11
"a","large","group",14
"a","large","majority",4
"a","large","number",35
"a","large","portion",12
"a","large","scale",5
"a","large","table",5
"a","larger","group",5
"a","las","vegas",5
"a","late","night",15
"a","late","start",7
"a","later","date",13
"a","laundry","list",4
"a","law","enforcement",15
"a","law","that",23
"a","law","to",6
"a","layer","of",36
"a","lead","on",9
"a","lead","role",8
"a","leader","and",7
"a","leader","in",23
"a","leader","of",10
"a","league","of",5
"a","leap","of",7
"a","learning","curve",7
"a","learning","experience",10
"a","leave","of",10
"a","lecture","on",6
"a","left","turn",3
"a","legacy","of",6
"a","lesbian","and",4
"a","lesser","extent",5
"a","lesson","about",4
"a","lesson","for",8
"a","lesson","from",8
"a","lesson","in",15
"a","lesson","to",5
"a","letter","from",34
"a","letter","in",10
"a","letter","of",20
"a","letter","that",7
"a","letter","the",4
"a","letter","to",84
"a","level","of",23
"a","license","to",14
"a","lid","on",5
"a","life","a",3
"a","life","i",6
"a","life","in",10
"a","life","insurance",5
"a","life","of",50
"a","life","saver",6
"a","life","that",12
"a","life","you",5
"a","lifestyle","of",3
"a","lifetime","and",3
"a","lifetime","of",23
"a","light","and",8
"a","light","at",8
"a","light","blue",7
"a","light","box",3
"a","light","bulb",15
"a","light","meal",3
"a","light","on",12
"a","lighter","note",11
"a","like","button",7
"a","liking","to",5
"a","limit","on",5
"a","limited","amount",6
"a","limited","edition",6
"a","limited","number",19
"a","limited","time",15
"a","line","between",5
"a","line","from",8
"a","line","in",6
"a","line","of",37
"a","line","that",9
"a","line","to",6
"a","line","up",5
"a","lineup","that",4
"a","link","on",5
"a","link","to",99
"a","liquor","store",13
"a","list","and",5
"a","list","of",224
"a","list","to",4
"a","list","you",3
"a","litmus","test",3
"a","little","about",26
"a","little","after",13
"a","little","and",25
"a","little","as",8
"a","little","at",10
"a","little","awkward",7
"a","little","bad",4
"a","little","better",60
"a","little","bigger",12
"a","little","bit",599
"a","little","boy",28
"a","little","break",13
"a","little","busy",8
"a","little","but",16
"a","little","buzz",3
"a","little","cheese",4
"a","little","closer",14
"a","little","confused",9
"a","little","crazy",13
"a","little","deeper",6
"a","little","different",37
"a","little","differently",8
"a","little","disappointed",11
"a","little","disappointing",3
"a","little","earlier",8
"a","little","early",9
"a","little","easier",12
"a","little","emotional",3
"a","little","excited",7
"a","little","exercise",7
"a","little","extra",27
"a","little","faster",4
"a","little","flat",3
"a","little","from",5
"a","little","fun",18
"a","little","further",14
"a","little","gem",4
"a","little","girl",43
"a","little","guilty",7
"a","little","hard",20
"a","little","harder",17
"a","little","harsh",3
"a","little","help",21
"a","little","higher",6
"a","little","house",5
"a","little","in",18
"a","little","it",8
"a","little","kick",3
"a","little","kid",22
"a","little","late",27
"a","little","later",9
"a","little","league",3
"a","little","less",56
"a","little","light",3
"a","little","lighter",6
"a","little","like",26
"a","little","longer",26
"a","little","lost",6
"a","little","love",8
"a","little","luck",6
"a","little","money",6
"a","little","more",335
"a","little","nervous",23
"a","little","new",3
"a","little","note",4
"a","little","odd",10
"a","little","of",42
"a","little","off",11
"a","little","older",10
"a","little","on",18
"a","little","out",19
"a","little","over",42
"a","little","overwhelmed",5
"a","little","overwhelming",6
"a","little","patience",4
"a","little","prayer",5
"a","little","problem",5
"a","little","rain",9
"a","little","random",5
"a","little","red",6
"a","little","research",6
"a","little","rough",5
"a","little","sad",21
"a","little","scary",14
"a","little","shopping",9
"a","little","short",6
"a","little","shy",4
"a","little","slow",10
"a","little","something",44
"a","little","space",5
"a","little","spice",3
"a","little","sunburn",3
"a","little","surprised",10
"a","little","thing",15
"a","little","this",5
"a","little","tight",6
"a","little","time",35
"a","little","tipsy",5
"a","little","tired",7
"a","little","to",26
"a","little","too",125
"a","little","trip",5
"a","little","uncomfortable",6
"a","little","under",8
"a","little","vacation",3
"a","little","we",3
"a","little","weird",14
"a","little","when",14
"a","little","while",67
"a","little","white",10
"a","little","work",8
"a","little","worried",15
"a","little","yoga",3
"a","little","younger",4
"a","live","band",6
"a","live","chat",8
"a","live","person",5
"a","live","show",6
"a","lively","discussion",4
"a","living","and",6
"a","living","breathing",6
"a","living","hell",5
"a","living","wage",4
"a","load","of",32
"a","loaf","of",13
"a","local","bar",3
"a","local","business",6
"a","local","restaurant",5
"a","location","for",4
"a","locker","room",5
"a","lone","wolf",3
"a","long","and",29
"a","long","battle",6
"a","long","conversation",5
"a","long","day",119
"a","long","delay",3
"a","long","discussion",4
"a","long","distance",5
"a","long","drive",15
"a","long","journey",4
"a","long","line",16
